				R openBLAS					R MKL					MKL vs openBLAS		
				Runtime			Speedup		Runtime			Speedup		Mean & stdev	1.3	0.7
p	n	m	missing	cor	naive	matrix	naive	matrix	cor	naive	matrix	naive	matrix			
250	5500	250	0.4	3.073	0.752	0.302	4.1	10.2	3.043	0.740	0.301	4.1	10.1		1.0	
250	5500	250	0.5	3.075	0.753	0.313	4.1	9.8	3.040	0.741	0.293	4.1	10.4		1.1	
250	5750	250	0	3.201	0.781	0.330	4.1	9.7	3.197	0.792	0.209	4.0	15.3		1.6	
250	5750	250	0.1	3.209	0.787	0.316	4.1	10.2	3.187	0.778	0.174	4.1	18.3		1.8	
250	5750	250	0.2	3.198	0.782	0.319	4.1	10.0	3.195	0.774	0.206	4.1	15.5		1.5	
250	5750	250	0.3	3.193	0.778	0.306	4.1	10.4	3.217	0.772	0.185	4.2	17.4		1.7	
250	5750	250	0.4	3.196	0.775	0.319	4.1	10.0	3.186	0.789	0.233	4.0	13.7		1.4	
250	5750	250	0.5	3.195	0.778	0.311	4.1	10.3	3.199	0.778	0.254	4.1	12.6		1.2	
250	6000	250	0	3.344	0.827	0.347	4.0	9.6	3.328	0.817	0.235	4.1	14.2		1.5	
250	6000	250	0.1	3.432	0.843	0.358	4.1	9.6	3.325	0.811	0.224	4.1	14.8		1.6	
250	6000	250	0.2	3.349	0.824	0.338	4.1	9.9	3.317	0.809	0.247	4.1	13.4		1.4	
250	6000	250	0.3	3.362	0.820	0.348	4.1	9.7	3.317	0.809	0.187	4.1	17.7		1.9	
250	6000	250	0.4	3.369	0.828	0.300	4.1	11.2	3.317	0.810	0.214	4.1	15.5		1.4	
250	6000	250	0.5	3.375	0.821	0.301	4.1	11.2	3.369	0.816	0.257	4.1	13.1		1.2	
250	6250	250	0	3.512	0.860	0.322	4.1	10.9	3.474	0.863	0.264	4.0	13.2		1.2	
250	6250	250	0.1	3.506	0.860	0.314	4.1	11.2	3.493	0.867	0.209	4.0	16.7		1.5	
250	6250	250	0.2	3.489	0.855	0.297	4.1	11.7	3.484	0.870	0.239	4.0	14.6		1.2	
250	6250	250	0.3	3.475	0.855	0.326	4.1	10.7	3.496	0.861	0.233	4.1	15.0		1.4	
250	6250	250	0.4	3.467	0.846	0.334	4.1	10.4	3.469	0.852	0.172	4.1	20.2		1.9	
250	6250	250	0.5	3.539	0.848	0.284	4.2	12.5	3.470	0.850	0.229	4.1	15.2		1.2	
250	6500	250	0	3.635	0.889	0.298	4.1	12.2	3.610	0.885	0.209	4.1	17.3		1.4	
250	6500	250	0.1	3.794	0.899	0.317	4.2	12.0	3.615	0.890	0.238	4.1	15.2		1.3	
250	6500	250	0.2	3.618	0.886	0.337	4.1	10.7	3.601	0.882	0.201	4.1	17.9		1.7	
250	6500	250	0.3	3.650	0.896	0.333	4.1	11.0	3.616	0.879	0.177	4.1	20.4		1.9	
250	6500	250	0.4	3.621	0.888	0.320	4.1	11.3	3.598	0.878	0.201	4.1	17.9		1.6	
250	6500	250	0.5	3.638	0.892	0.280	4.1	13.0	3.595	0.878	0.232	4.1	15.5		1.2	
250	6750	250	0	3.783	0.928	0.314	4.1	12.0	3.733	0.915	0.257	4.1	14.5		1.2	
250	6750	250	0.1	3.779	0.915	0.325	4.1	11.6	3.739	0.909	0.202	4.1	18.5		1.6	
250	6750	250	0.2	3.765	0.919	0.319	4.1	11.8	3.737	0.908	0.233	4.1	16.0		1.4	
250	6750	250	0.3	3.776	0.921	0.303	4.1	12.5	3.741	0.909	0.189	4.1	19.8		1.6	
250	6750	250	0.4	3.808	0.928	0.366	4.1	10.4	3.733	0.907	0.239	4.1	15.6		1.5	
250	6750	250	0.5	3.762	0.917	0.321	4.1	11.7	3.740	0.909	0.176	4.1	21.3		1.8	
250	7000	250	0	3.928	0.957	0.312	4.1	12.6	3.873	0.941	0.244	4.1	15.9		1.3	
250	7000	250	0.1	3.912	0.957	0.310	4.1	12.6	3.870	0.945	0.252	4.1	15.4		1.2	
250	7000	250	0.2	3.932	0.954	0.321	4.1	12.2	3.878	0.941	0.238	4.1	16.3		1.3	
250	7000	250	0.3	3.932	0.959	0.378	4.1	10.4	3.872	0.943	0.287	4.1	13.5		1.3	
250	7000	250	0.4	3.909	0.956	0.355	4.1	11.0	3.879	0.942	0.189	4.1	20.5		1.9	
250	7000	250	0.5	3.902	0.961	0.379	4.1	10.3	3.876	0.942	0.198	4.1	19.6		1.9	
250	7250	250	0	4.062	0.999	0.345	4.1	11.8	4.014	0.984	0.190	4.1	21.1		1.8	
250	7250	250	0.1	4.036	0.987	0.322	4.1	12.5	4.011	0.980	0.177	4.1	22.7		1.8	
250	7250	250	0.2	4.072	0.996	0.343	4.1	11.9	4.051	1.011	0.177	4.0	22.9		1.9	
250	7250	250	0.3	4.050	0.996	0.355	4.1	11.4	4.015	0.983	0.246	4.1	16.3		1.4	
250	7250	250	0.4	4.039	0.985	0.319	4.1	12.7	4.015	0.981	0.201	4.1	20.0		1.6	
250	7250	250	0.5	4.052	0.985	0.354	4.1	11.4	4.016	0.980	0.182	4.1	22.1		1.9	
250	7500	250	0	4.189	1.025	0.340	4.1	12.3	4.150	1.017	0.211	4.1	19.7		1.6	
250	7500	250	0.1	4.195	1.027	0.376	4.1	11.2	4.148	1.014	0.196	4.1	21.2		1.9	
250	7500	250	0.2	4.248	1.045	0.344	4.1	12.3	4.152	1.015	0.223	4.1	18.6		1.5	
250	7500	250	0.3	4.238	1.033	0.399	4.1	10.6	4.152	1.016	0.216	4.1	19.2		1.8	
250	7500	250	0.4	4.213	1.034	0.391	4.1	10.8	4.151	1.018	0.208	4.1	20.0		1.9	
250	7500	250	0.5	4.171	1.017	0.360	4.1	11.6	4.151	1.015	0.277	4.1	15.0		1.3	
250	7750	250	0	4.349	1.052	0.325	4.1	13.4	4.317	1.072	0.247	4.0	17.5		1.3	
250	7750	250	0.1	4.320	1.062	0.350	4.1	12.3	4.297	1.053	0.251	4.1	17.1		1.4	
250	7750	250	0.2	4.356	1.059	0.363	4.1	12.0	4.290	1.051	0.210	4.1	20.4		1.7	
250	7750	250	0.3	4.346	1.070	0.377	4.1	11.5	4.290	1.050	0.239	4.1	17.9		1.6	
250	7750	250	0.4	4.313	1.054	0.369	4.1	11.7	4.296	1.050	0.249	4.1	17.3		1.5	
250	7750	250	0.5	4.333	1.059	0.370	4.1	11.7	4.289	1.050	0.203	4.1	21.1		1.8	
250	8000	250	0	4.461	1.093	0.347	4.1	12.9	4.432	1.086	0.231	4.1	19.2		1.5	
250	8000	250	0.1	4.451	1.086	0.343	4.1	13.0	4.430	1.081	0.262	4.1	16.9		1.3	
250	8000	250	0.2	4.444	1.086	0.357	4.1	12.4	4.429	1.081	0.218	4.1	20.3		1.6	
250	8000	250	0.3	4.439	1.089	0.352	4.1	12.6	4.428	1.080	0.265	4.1	16.7		1.3	
250	8000	250	0.4	4.477	1.093	0.358	4.1	12.5	4.427	1.085	0.224	4.1	19.8		1.6	
250	8000	250	0.5	4.439	1.079	0.315	4.1	14.1	4.426	1.083	0.233	4.1	19.0		1.4	
250	8250	250	0	4.625	1.128	0.388	4.1	11.9	4.567	1.124	0.246	4.1	18.6		1.6	
250	8250	250	0.1	4.629	1.124	0.366	4.1	12.6	4.570	1.114	0.262	4.1	17.4		1.4	
250	8250	250	0.2	4.598	1.125	0.335	4.1	13.7	4.572	1.111	0.338	4.1	13.5		1.0	
250	8250	250	0.3	4.595	1.129	0.311	4.1	14.8	4.569	1.113	0.215	4.1	21.3		1.4	
250	8250	250	0.4	4.618	1.138	0.421	4.1	11.0	4.617	1.151	0.387	4.0	11.9		1.1	
250	8250	250	0.5	4.755	1.136	0.363	4.2	13.1	4.610	1.122	0.391	4.1	11.8		0.9	
250	8500	250	0	4.747	1.161	0.406	4.1	11.7	4.727	1.157	0.276	4.1	17.1		1.5	
250	8500	250	0.1	4.746	1.177	0.352	4.0	13.5	4.710	1.146	0.249	4.1	18.9		1.4	
250	8500	250	0.2	4.762	1.171	0.392	4.1	12.1	4.739	1.157	0.389	4.1	12.2		1.0	
250	8500	250	0.3	4.744	1.161	0.393	4.1	12.1	4.754	1.153	0.357	4.1	13.3		1.1	
250	8500	250	0.4	4.750	1.167	0.385	4.1	12.3	4.742	1.157	0.267	4.1	17.8		1.4	
250	8500	250	0.5	4.737	1.171	0.340	4.0	13.9	4.730	1.147	0.280	4.1	16.9		1.2	
250	8750	250	0	4.906	1.205	0.307	4.1	16.0	4.857	1.187	0.297	4.1	16.4		1.0	
250	8750	250	0.1	4.871	1.200	0.316	4.1	15.4	4.904	1.198	0.321	4.1	15.3		1.0	
250	8750	250	0.2	5.150	1.216	0.416	4.2	12.4	4.886	1.194	0.323	4.1	15.1		1.3	
250	8750	250	0.3	5.245	1.198	0.378	4.4	13.9	4.874	1.221	0.281	4.0	17.3		1.3	
250	8750	250	0.4	4.911	1.207	0.381	4.1	12.9	4.852	1.189	0.229	4.1	21.2		1.7	
250	8750	250	0.5	4.888	1.206	0.386	4.1	12.7	4.851	1.187	0.217	4.1	22.4		1.8	
250	9000	250	0	5.034	1.235	0.373	4.1	13.5	4.988	1.224	0.282	4.1	17.7		1.3	
250	9000	250	0.1	5.014	1.227	0.357	4.1	14.0	4.988	1.216	0.228	4.1	21.9		1.6	
250	9000	250	0.2	5.049	1.237	0.381	4.1	13.3	4.985	1.218	0.290	4.1	17.2		1.3	
250	9000	250	0.3	5.042	1.247	0.328	4.0	15.4	4.987	1.214	0.284	4.1	17.6		1.2	
250	9000	250	0.4	5.046	1.233	0.427	4.1	11.8	4.990	1.217	0.372	4.1	13.4		1.1	
250	9000	250	0.5	5.076	1.236	0.418	4.1	12.1	5.012	1.218	0.354	4.1	14.2		1.2	
250	9250	250	0	5.226	1.275	0.398	4.1	13.1	5.134	1.256	0.336	4.1	15.3		1.2	
250	9250	250	0.1	5.224	1.271	0.456	4.1	11.5	5.129	1.252	0.331	4.1	15.5		1.4	
250	9250	250	0.2	5.229	1.269	0.418	4.1	12.5	5.128	1.253	0.287	4.1	17.9		1.5	
250	9250	250	0.3	5.218	1.272	0.482	4.1	10.8	5.129	1.252	0.273	4.1	18.8		1.8	
250	9250	250	0.4	5.187	1.266	0.425	4.1	12.2	5.129	1.250	0.298	4.1	17.2		1.4	
250	9250	250	0.5	5.201	1.271	0.352	4.1	14.8	5.126	1.257	0.360	4.1	14.2		1.0	
250	9500	250	0	5.329	1.308	0.347	4.1	15.4	5.265	1.289	0.334	4.1	15.8		1.0	
250	9500	250	0.1	5.296	1.296	0.371	4.1	14.3	5.313	1.295	0.337	4.1	15.8		1.1	
250	9500	250	0.2	5.306	1.293	0.404	4.1	13.1	5.274	1.291	0.296	4.1	17.8		1.4	
250	9500	250	0.3	5.323	1.297	0.344	4.1	15.5	5.299	1.302	0.354	4.1	15.0		1.0	
250	9500	250	0.4	5.342	1.304	0.367	4.1	14.6	5.308	1.291	0.313	4.1	17.0		1.2	
250	9500	250	0.5	5.349	1.300	0.367	4.1	14.6	5.334	1.306	0.334	4.1	16.0		1.1	
250	9750	250	0	5.472	1.340	0.370	4.1	14.8	5.414	1.322	0.322	4.1	16.8		1.1	
250	9750	250	0.1	5.470	1.339	0.412	4.1	13.3	5.471	1.330	0.316	4.1	17.3		1.3	
250	9750	250	0.2	5.459	1.340	0.375	4.1	14.6	5.435	1.344	0.288	4.0	18.9		1.3	
250	9750	250	0.3	5.478	1.357	0.424	4.0	12.9	5.439	1.327	0.258	4.1	21.1		1.6	
250	9750	250	0.4	5.464	1.342	0.381	4.1	14.3	5.409	1.322	0.292	4.1	18.5		1.3	
250	9750	250	0.5	5.492	1.352	0.378	4.1	14.5	5.516	1.324	0.276	4.2	20.0		1.4	
250	10000	250	0	5.582	1.374	0.322	4.1	17.3	5.551	1.357	0.335	4.1	16.6		1.0	
250	10000	250	0.1	5.956	1.370	0.366	4.3	16.3	5.591	1.378	0.287	4.1	19.5		1.3	
250	10000	250	0.2	5.589	1.373	0.385	4.1	14.5	5.572	1.359	0.348	4.1	16.0		1.1	
250	10000	250	0.3	5.576	1.357	0.326	4.1	17.1	5.563	1.361	0.379	4.1	14.7		0.9	
250	10000	250	0.4	5.615	1.371	0.381	4.1	14.7	5.585	1.379	0.321	4.1	17.4		1.2	
250	10000	250	0.5	5.615	1.380	0.395	4.1	14.2	5.588	1.365	0.295	4.1	18.9		1.3	
250	250	500	0	0.300	0.074	0.245	4.1	1.2	0.460	0.071	0.085	6.5	5.4		2.9	
250	250	500	0.1	0.297	0.069	0.238	4.3	1.2	0.446	0.071	0.100	6.3	4.5		2.4	
250	250	500	0.2	0.296	0.070	0.246	4.2	1.2	0.408	0.082	0.101	5.0	4.0		2.4	
250	250	500	0.3	0.299	0.083	0.266	3.6	1.1	0.375	0.082	0.076	4.6	4.9		3.5	
250	250	500	0.4	0.302	0.084	0.232	3.6	1.3	0.436	0.068	0.167	6.4	2.6		1.4	
250	250	500	0.5	0.300	0.071	0.245	4.2	1.2	0.408	0.081	0.077	5.0	5.3		3.2	
250	500	500	0	0.574	0.139	0.240	4.1	2.4	0.672	0.140	0.069	4.8	9.7		3.5	
250	500	500	0.1	0.566	0.138	0.240	4.1	2.4	0.669	0.153	0.112	4.4	6.0		2.1	
250	500	500	0.2	0.566	0.140	0.286	4.0	2.0	0.700	0.140	0.098	5.0	7.1		2.9	
250	500	500	0.3	0.571	0.155	0.264	3.7	2.2	0.721	0.137	0.158	5.3	4.6		1.7	
250	500	500	0.4	0.569	0.139	0.270	4.1	2.1	0.700	0.138	0.109	5.1	6.4		2.5	
250	500	500	0.5	0.576	0.168	0.257	3.4	2.2	0.685	0.137	0.137	5.0	5.0		1.9	
250	750	500	0	0.860	0.210	0.260	4.1	3.3	0.943	0.206	0.114	4.6	8.3		2.3	
250	750	500	0.1	0.848	0.210	0.243	4.0	3.5	0.982	0.207	0.072	4.7	13.6		3.4	
250	750	500	0.2	0.847	0.209	0.259	4.1	3.3	0.982	0.204	0.088	4.8	11.2		2.9	
250	750	500	0.3	0.840	0.208	0.246	4.0	3.4	0.970	0.210	0.069	4.6	14.1		3.6	
250	750	500	0.4	0.841	0.205	0.263	4.1	3.2	0.960	0.206	0.144	4.7	6.7		1.8	
250	750	500	0.5	0.850	0.225	0.235	3.8	3.6	0.928	0.206	0.067	4.5	13.9		3.5	
250	1000	500	0	1.123	0.277	0.255	4.1	4.4	1.196	0.290	0.129	4.1	9.3		2.0	
250	1000	500	0.1	1.204	0.280	0.244	4.3	4.9	1.208	0.273	0.135	4.4	8.9		1.8	
250	1000	500	0.2	1.140	0.292	0.233	3.9	4.9	1.226	0.273	0.078	4.5	15.7		3.0	
250	1000	500	0.3	1.123	0.279	0.256	4.0	4.4	1.220	0.276	0.097	4.4	12.6		2.6	
250	1000	500	0.4	1.158	0.278	0.245	4.2	4.7	1.227	0.273	0.127	4.5	9.7		1.9	
250	1000	500	0.5	1.125	0.274	0.300	4.1	3.8	1.211	0.274	0.085	4.4	14.2		3.5	
250	1250	500	0	1.412	0.348	0.271	4.1	5.2	1.487	0.339	0.140	4.4	10.6		1.9	
250	1250	500	0.1	1.417	0.363	0.298	3.9	4.8	1.499	0.339	0.216	4.4	6.9		1.4	
250	1250	500	0.2	1.402	0.345	0.285	4.1	4.9	1.517	0.355	0.198	4.3	7.7		1.4	
250	1250	500	0.3	1.414	0.346	0.292	4.1	4.8	1.509	0.342	0.225	4.4	6.7		1.3	
250	1250	500	0.4	1.402	0.344	0.329	4.1	4.3	1.490	0.343	0.206	4.3	7.2		1.6	
250	1250	500	0.5	1.407	0.346	0.272	4.1	5.2	1.507	0.358	0.196	4.2	7.7		1.4	
250	1500	500	0	1.692	0.412	0.293	4.1	5.8	1.779	0.445	0.111	4.0	16.0		2.6	
250	1500	500	0.1	1.689	0.416	0.276	4.1	6.1	1.776	0.416	0.123	4.3	14.4		2.2	
250	1500	500	0.2	1.701	0.413	0.280	4.1	6.1	1.778	0.410	0.099	4.3	18.0		2.8	
250	1500	500	0.3	1.692	0.413	0.297	4.1	5.7	1.773	0.406	0.134	4.4	13.2		2.2	
250	1500	500	0.4	1.682	0.410	0.276	4.1	6.1	1.776	0.408	0.090	4.4	19.7		3.1	
250	1500	500	0.5	1.682	0.417	0.291	4.0	5.8	1.779	0.410	0.137	4.3	13.0		2.1	
250	1750	500	0	1.992	0.481	0.252	4.1	7.9	2.031	0.489	0.136	4.2	14.9		1.9	
250	1750	500	0.1	1.963	0.483	0.248	4.1	7.9	2.021	0.477	0.117	4.2	17.3		2.1	
250	1750	500	0.2	1.955	0.483	0.260	4.0	7.5	2.024	0.476	0.110	4.3	18.4		2.4	
250	1750	500	0.3	1.980	0.493	0.289	4.0	6.9	2.059	0.476	0.119	4.3	17.3		2.4	
250	1750	500	0.4	1.972	0.486	0.344	4.1	5.7	2.057	0.485	0.151	4.2	13.6		2.3	
250	1750	500	0.5	1.976	0.483	0.314	4.1	6.3	2.044	0.482	0.108	4.2	18.9		2.9	
250	2000	500	0	2.269	0.554	0.281	4.1	8.1	2.291	0.549	0.122	4.2	18.8		2.3	
250	2000	500	0.1	2.250	0.552	0.301	4.1	7.5	2.326	0.559	0.124	4.2	18.8		2.4	
250	2000	500	0.2	2.325	0.555	0.275	4.2	8.5	2.368	0.560	0.140	4.2	16.9		2.0	
250	2000	500	0.3	2.242	0.551	0.296	4.1	7.6	2.271	0.546	0.150	4.2	15.1		2.0	
250	2000	500	0.4	2.243	0.561	0.302	4.0	7.4	2.291	0.547	0.175	4.2	13.1		1.7	
250	2000	500	0.5	2.273	0.549	0.337	4.1	6.7	2.284	0.543	0.212	4.2	10.8		1.6	
250	2250	500	0	2.532	0.624	0.289	4.1	8.8	2.550	0.614	0.129	4.2	19.8		2.2	
250	2250	500	0.1	2.537	0.636	0.263	4.0	9.6	2.558	0.626	0.170	4.1	15.0		1.5	
250	2250	500	0.2	2.531	0.623	0.280	4.1	9.0	2.553	0.626	0.149	4.1	17.1		1.9	
250	2250	500	0.3	2.526	0.629	0.331	4.0	7.6	2.548	0.626	0.172	4.1	14.8		1.9	
250	2250	500	0.4	2.528	0.628	0.302	4.0	8.4	2.579	0.629	0.150	4.1	17.2		2.0	
250	2250	500	0.5	2.529	0.625	0.278	4.0	9.1	2.555	0.644	0.165	4.0	15.5		1.7	
250	2500	500	0	2.810	0.701	0.311	4.0	9.0	2.820	0.692	0.156	4.1	18.1		2.0	
250	2500	500	0.1	2.784	0.699	0.263	4.0	10.6	2.866	0.682	0.143	4.2	20.0		1.8	
250	2500	500	0.2	2.803	0.703	0.273	4.0	10.3	2.810	0.684	0.135	4.1	20.8		2.0	
250	2500	500	0.3	2.806	0.708	0.350	4.0	8.0	2.803	0.677	0.185	4.1	15.2		1.9	
250	2500	500	0.4	2.810	0.732	0.293	3.8	9.6	2.819	0.682	0.190	4.1	14.8		1.5	
250	2500	500	0.5	2.811	0.702	0.293	4.0	9.6	2.803	0.679	0.174	4.1	16.1		1.7	
250	2750	500	0	3.081	0.776	0.324	4.0	9.5	3.095	0.747	0.158	4.1	19.6		2.1	
250	2750	500	0.1	3.072	0.752	0.262	4.1	11.7	3.085	0.747	0.216	4.1	14.3		1.2	
250	2750	500	0.2	3.089	0.761	0.268	4.1	11.5	3.089	0.750	0.344	4.1	9.0		0.8	
250	2750	500	0.3	3.091	0.764	0.307	4.0	10.1	3.121	0.757	0.297	4.1	10.5		1.0	
250	2750	500	0.4	3.093	0.756	0.258	4.1	12.0	3.115	0.768	0.288	4.1	10.8		0.9	
250	2750	500	0.5	3.081	0.761	0.309	4.0	10.0	3.102	0.753	0.311	4.1	10.0		1.0	
250	3000	500	0	3.369	0.830	0.360	4.1	9.4	3.365	0.822	0.164	4.1	20.5		2.2	
250	3000	500	0.1	3.355	0.835	0.296	4.0	11.3	3.346	0.812	0.216	4.1	15.5		1.4	
250	3000	500	0.2	3.374	0.830	0.272	4.1	12.4	3.331	0.814	0.175	4.1	19.0		1.6	
250	3000	500	0.3	3.382	0.829	0.318	4.1	10.6	3.343	0.816	0.209	4.1	16.0		1.5	
250	3000	500	0.4	3.405	0.838	0.374	4.1	9.1	3.333	0.835	0.199	4.0	16.7		1.9	
250	3000	500	0.5	3.416	0.836	0.347	4.1	9.8	3.392	0.821	0.233	4.1	14.6		1.5	
250	3250	500	0	3.644	0.907	0.338	4.0	10.8	3.751	0.886	0.185	4.2	20.3		1.8	
250	3250	500	0.1	3.655	0.918	0.318	4.0	11.5	3.637	0.882	0.203	4.1	17.9		1.6	
250	3250	500	0.2	3.650	0.908	0.290	4.0	12.6	3.636	0.882	0.169	4.1	21.5		1.7	
250	3250	500	0.3	3.665	0.921	0.321	4.0	11.4	3.635	0.886	0.172	4.1	21.1		1.9	
250	3250	500	0.4	3.655	0.891	0.306	4.1	11.9	3.621	0.881	0.168	4.1	21.6		1.8	
250	3250	500	0.5	3.660	0.893	0.292	4.1	12.5	3.652	0.878	0.178	4.2	20.5		1.6	
250	3500	500	0	3.950	0.966	0.335	4.1	11.8	3.952	0.964	0.194	4.1	20.4		1.7	
250	3500	500	0.1	4.011	0.977	0.338	4.1	11.9	3.967	0.982	0.205	4.0	19.4		1.6	
250	3500	500	0.2	3.924	0.957	0.297	4.1	13.2	3.940	0.965	0.257	4.1	15.3		1.2	
250	3500	500	0.3	3.926	0.959	0.274	4.1	14.3	3.931	0.966	0.156	4.1	25.2		1.8	
250	3500	500	0.4	3.910	0.962	0.323	4.1	12.1	3.906	0.963	0.215	4.1	18.2		1.5	
250	3500	500	0.5	3.926	0.957	0.317	4.1	12.4	3.932	0.970	0.235	4.1	16.7		1.3	
250	3750	500	0	4.195	1.026	0.345	4.1	12.2	4.185	1.030	0.196	4.1	21.4		1.8	
250	3750	500	0.1	4.215	1.028	0.303	4.1	13.9	4.168	1.019	0.197	4.1	21.2		1.5	
250	3750	500	0.2	4.194	1.024	0.275	4.1	15.3	4.174	1.017	0.174	4.1	24.0		1.6	
250	3750	500	0.3	4.198	1.035	0.293	4.1	14.3	4.165	1.015	0.180	4.1	23.1		1.6	
250	3750	500	0.4	4.206	1.030	0.329	4.1	12.8	4.166	1.019	0.217	4.1	19.2		1.5	
250	3750	500	0.5	4.211	1.029	0.326	4.1	12.9	4.181	1.016	0.176	4.1	23.8		1.9	
250	4000	500	0	4.482	1.109	0.271	4.0	16.5	4.441	1.085	0.190	4.1	23.4		1.4	
250	4000	500	0.1	4.495	1.116	0.342	4.0	13.1	4.455	1.109	0.206	4.0	21.6		1.7	
250	4000	500	0.2	4.506	1.124	0.355	4.0	12.7	4.452	1.087	0.170	4.1	26.2		2.1	
250	4000	500	0.3	4.498	1.119	0.311	4.0	14.5	4.440	1.084	0.215	4.1	20.7		1.4	
250	4000	500	0.4	4.592	1.119	0.336	4.1	13.7	4.465	1.084	0.243	4.1	18.4		1.4	
250	4000	500	0.5	4.455	1.106	0.327	4.0	13.6	4.439	1.085	0.224	4.1	19.8		1.5	
250	4250	500	0	4.775	1.167	0.328	4.1	14.6	4.720	1.151	0.197	4.1	24.0		1.7	
250	4250	500	0.1	4.764	1.164	0.332	4.1	14.3	4.722	1.150	0.257	4.1	18.4		1.3	
250	4250	500	0.2	4.784	1.172	0.329	4.1	14.5	4.719	1.157	0.386	4.1	12.2		0.9	
250	4250	500	0.3	4.777	1.178	0.301	4.1	15.9	4.724	1.150	0.398	4.1	11.9		0.8	
250	4250	500	0.4	4.777	1.167	0.394	4.1	12.1	4.773	1.177	0.339	4.1	14.1		1.2	
250	4250	500	0.5	4.805	1.179	0.376	4.1	12.8	4.791	1.184	0.309	4.0	15.5		1.2	
250	4500	500	0	5.060	1.235	0.329	4.1	15.4	5.004	1.234	0.185	4.1	27.0		1.8	
250	4500	500	0.1	5.057	1.237	0.326	4.1	15.5	5.013	1.234	0.187	4.1	26.8		1.7	
250	4500	500	0.2	5.163	1.241	0.379	4.2	13.6	4.994	1.234	0.251	4.0	19.9		1.5	
250	4500	500	0.3	5.090	1.253	0.395	4.1	12.9	5.014	1.234	0.195	4.1	25.7		2.0	
250	4500	500	0.4	5.109	1.248	0.387	4.1	13.2	5.014	1.236	0.210	4.1	23.9		1.8	
250	4500	500	0.5	5.073	1.247	0.385	4.1	13.2	4.997	1.232	0.223	4.1	22.4		1.7	
250	4750	500	0	5.376	1.329	0.415	4.0	13.0	5.275	1.299	0.235	4.1	22.4		1.8	
250	4750	500	0.1	5.403	1.329	0.395	4.1	13.7	5.277	1.287	0.241	4.1	21.9		1.6	
250	4750	500	0.2	5.737	1.331	0.394	4.3	14.6	5.276	1.284	0.273	4.1	19.3		1.4	
250	4750	500	0.3	5.353	1.327	0.412	4.0	13.0	5.275	1.288	0.263	4.1	20.1		1.6	
250	4750	500	0.4	5.442	1.363	0.426	4.0	12.8	5.282	1.288	0.220	4.1	24.0		1.9	
250	4750	500	0.5	5.364	1.328	0.399	4.0	13.4	5.272	1.286	0.252	4.1	20.9		1.6	
250	5000	500	0	5.651	1.390	0.389	4.1	14.5	5.560	1.365	0.307	4.1	18.1		1.3	
250	5000	500	0.1	5.778	1.370	0.355	4.2	16.3	5.562	1.357	0.271	4.1	20.5		1.3	
250	5000	500	0.2	5.632	1.376	0.377	4.1	14.9	5.548	1.359	0.255	4.1	21.8		1.5	
250	5000	500	0.3	5.602	1.379	0.318	4.1	17.6	5.564	1.360	0.302	4.1	18.4		1.1	
250	5000	500	0.4	5.603	1.368	0.279	4.1	20.1	5.576	1.378	0.353	4.0	15.8		0.8	
250	5000	500	0.5	5.570	1.362	0.340	4.1	16.4	5.553	1.359	0.269	4.1	20.6		1.3	
250	5250	500	0	5.905	1.444	0.339	4.1	17.4	5.874	1.447	0.284	4.1	20.7		1.2	
250	5250	500	0.1	6.186	1.446	0.333	4.3	18.6	5.858	1.445	0.282	4.1	20.8		1.2	
250	5250	500	0.2	5.879	1.439	0.348	4.1	16.9	5.861	1.443	0.264	4.1	22.2		1.3	
250	5250	500	0.3	5.907	1.446	0.351	4.1	16.8	5.891	1.446	0.257	4.1	22.9		1.4	
250	5250	500	0.4	5.870	1.438	0.318	4.1	18.5	5.877	1.445	0.241	4.1	24.4		1.3	
250	5250	500	0.5	5.917	1.449	0.386	4.1	15.3	5.861	1.474	0.235	4.0	24.9		1.6	
250	5500	500	0	6.195	1.510	0.391	4.1	15.8	6.172	1.522	0.259	4.1	23.8		1.5	
250	5500	500	0.1	6.194	1.509	0.369	4.1	16.8	6.123	1.499	0.253	4.1	24.2		1.5	
250	5500	500	0.2	6.192	1.513	0.351	4.1	17.6	6.117	1.492	0.269	4.1	22.7		1.3	
250	5500	500	0.3	6.172	1.500	0.393	4.1	15.7	6.112	1.492	0.239	4.1	25.6		1.6	
250	5500	500	0.4	6.175	1.508	0.386	4.1	16.0	6.111	1.497	0.285	4.1	21.4		1.4	
250	5500	500	0.5	6.146	1.507	0.363	4.1	16.9	6.117	1.490	0.243	4.1	25.2		1.5	
250	5750	500	0	6.471	1.605	0.335	4.0	19.3	6.389	1.570	0.236	4.1	27.1		1.4	
250	5750	500	0.1	6.474	1.597	0.403	4.1	16.1	6.454	1.568	0.304	4.1	21.2		1.3	
250	5750	500	0.2	6.438	1.584	0.358	4.1	18.0	6.417	1.579	0.393	4.1	16.3		0.9	
250	5750	500	0.3	6.479	1.593	0.344	4.1	18.8	6.381	1.561	0.274	4.1	23.3		1.3	
250	5750	500	0.4	6.472	1.596	0.348	4.1	18.6	6.378	1.561	0.325	4.1	19.6		1.1	
250	5750	500	0.5	6.480	1.596	0.353	4.1	18.4	6.380	1.580	0.499	4.0	12.8		0.7	
250	6000	500	0	6.767	1.671	0.399	4.0	17.0	6.676	1.651	0.294	4.0	22.7		1.4	
